,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
97,97,98,116,134,234,26759,AFP,10145,11149,Emanuel Macron,"French President Emmanuel Macron gets tough on migrants, vowing no more 'Jungle' camps",Real,2,54,12.4,13.3,126.2,-0.198,-0.138,0.052,0.29,0,0,0.66,1.18,0.53,0.39,1.32,2.1,0.87,1.43,0.2,1.73,0.01,0.13,0.06,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.535375178,0.362269431,0.102355421,0,0,1,3.17E-05,3.97E-11,1.06E-06,0.890462279,0.000107172,0.012106389,0.097291388
98,98,99,118,137,237,25129,business,6433,10138,Emanuel Macron,Macron says U.K. must pay into budget to keep banks' EU access,Real,2,54,9.5,9.5,149.1,0.109,0.11,0.064,0,0,0.46,0.72,0,0.66,0,0.01,0,0.01,0.07,0.05,0.01,0.04,0.43,1.54,0.43,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.368668318,0.540731251,0.090600453,0.050748765,0.612984121,0.336267084,0.027772058,2.14E-10,0.000260308,0.01053495,0.019945417,3.17E-06,0.941484094
99,99,100,119,138,238,16255,AJENews,10560,6535,Emanuel Macron,Building bridges between China and France: President Emmanuel Macron on a three-day visit with trade topping his ag…,Real,2,54,-6.2,6.7,141.1,0.049,0.251,0.015,0,0,0,0,2.6,2.04,0.1,1.21,2.75,0.92,0,0,0,0.64,2.49,0.28,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0.346204996,0.653795004,0,0.197001621,0.670463204,0.13253516,0.725004017,0.000103285,2.20E-05,0.26287508,0.001364096,4.48E-07,0.010631003
100,100,101,120,139,239,10558,France24_en,11162,11037,Emanuel Macron,BUSINESS DAILY - Davos 2018: Macron to present vision for Europe,Real,2,54,-6.4,19.8,126.2,-0.022,0.069,-0.087,0.38,0,0,0.74,0.13,0,0,0,0.33,0.1,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0.373030871,0.540222645,0.086746529,0.180224702,0.167906761,0.651868463,0.023139823,8.42E-05,0.007038915,0.916339695,0.001266309,0.001061682,0.051069334
101,101,102,121,140,240,18799,AFP,6425,10953,Emanuel Macron,"#BREAKING Trump has invited French President Emmanuel Macron to the White House, US official says",Real,2,54,-0.9,16,155.2,0.051,0.385,0.01,0.74,0,0,0,0.89,1.53,0.58,0.68,1.54,1.83,0.15,0,0,0,1.32,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.529536545,0.281149268,0.189314201,0.051787697,0,0.948212326,0.01325706,0.001222625,0.002317901,0.96471411,0.000346005,0.000141662,0.01800069
102,102,103,122,141,241,17825,TelegraphNews,6670,11252,Emanuel Macron,"There will be no return of the 'Jungle' camp in Calais, Macron vows",Real,2,54,17.8,2.7,142.7,-0.016,-0.007,-0.077,0.32,0.35,0,0.81,0,0.07,0,0,0,0,0.7,1.46,0,0.58,0,0.11,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0.373300195,0.583446264,0.043253615,0.131226748,0.412012309,0.456760943,0.001630454,3.22E-14,1.23E-07,0.957147717,0.000585218,2.18E-06,0.040634282
103,103,104,123,142,242,9174,AFP,11017,10133,Emanuel Macron,French President Emmanuel Macron seeks greater European integration through the creation of a common eurozone finan…,Real,2,54,-2.3,9,142.7,-0.108,-0.046,-0.021,0,0,0,0,0.24,1.82,0.07,0.44,1.05,0.16,0,0.87,0,0.73,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0.524686635,0.395417064,0.079896286,0.121607497,0.792395711,0.085996799,3.90E-07,1.38E-19,5.44E-09,0.999993563,2.31E-10,9.37E-12,6.14E-06
104,104,105,124,143,243,10268,SBSNews,10985,10716,Emanuel Macron,'No more Jungles': Macron gets tough on migrants,Real,2,54,14.3,16.4,142.1,-0.02,-0.108,0.093,0.64,0,1.98,0,0,1.03,1.2,0.47,0,0,1.07,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.350950003,0.464285076,0.184764981,0.122423626,0.814858258,0.062718019,0.189754933,2.91E-05,0.016848378,1.95E-06,0.774272263,1.27E-06,0.019092202
105,105,106,125,144,244,20273,business,11244,10318,Emanuel Macron,Emmanuel Macron and his advisers use an encrypted messaging app once favored by Islamic State…,Real,2,54,32.1,24.2,154,-0.159,-0.113,0.101,0,0,2.53,0,0,0,0.61,0,0.16,0,0.95,0,0.2,0,0,0,0.32,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.355782151,0.610771775,0.033446133,0.12723881,0.87276125,0,0.00332258,4.95E-17,1.33E-06,3.38E-10,0.003906934,9.35E-12,0.992769241
106,106,107,126,145,245,13132,STForeignDesk,11239,11143,Emanuel Macron,Macron to echo Trump's call for more market access during China visit,Real,2,54,14,12.3,148,-0.023,0.049,0.066,0,0,0,0.64,0,0,0,0,0,0,0.2,0,0,0,0,0.64,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.365781754,0.527834058,0.106384203,0.022450911,0.727066696,0.250482351,0.019575113,5.17E-07,0.000661338,0.015541231,0.014257293,0.000368367,0.949596167
107,107,108,127,146,246,5044,nytimesworld,6928,10255,Emanuel Macron,President Emmanuel Macron defends his migrant policies as a mix of firmness and benevolence during a visit to Calai…,Real,2,54,4.6,15.5,138.4,0.077,0.086,-0.114,0.58,0,2.06,1.19,0.15,0.35,0.03,0.85,0.15,0.61,0,0.07,1.04,0,0.6,0.13,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.41834861,0.319661498,0.261989862,0,0,1,0.87264806,0.055716559,0.017917814,3.28E-05,0.011975658,0.023298582,0.018410502
108,108,109,128,147,247,28096,SCMP_News,6528,6826,Emanuel Macron,China watches for Macron’s move on New Silk Road,Real,2,54,14,23.8,138.9,-0.203,0.017,0.022,0.51,0,0.63,0,2.53,2.53,1.17,0.68,1.48,0,0.45,0.22,0,0,0.89,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.505285978,0.287815094,0.206898943,0.163157791,0.836842239,0,0.004319109,2.51E-09,7.88E-05,0.000128593,0.992666185,1.54E-09,0.002807233
109,109,110,129,148,248,27767,AJEnglish,10938,6808,Emanuel Macron,"Macron eyes deals for Doha's metro, Rafale fighter jets",Real,2,54,-0.8,13.5,144.8,-0.043,-0.193,-0.093,0,0,0,0.3,1.4,0.17,0.65,1.09,2.5,1.02,0,0,0,0,1.5,0.67,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0.206346944,0.793653071,0,0,0,1,1.13E-09,3.45E-26,1.30E-16,0.99974364,1.92E-11,4.25E-11,0.000256341
110,110,111,130,149,249,6662,STcom,5748,11150,Emanuel Macron,#China must further open access to market: Macron,Real,2,54,2.3,12.7,155.5,-0.006,-0.362,0.015,0,0,0.7,0,0.28,1.67,0.88,2.32,0.13,0,1.17,0.01,0.91,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.542572856,0.341258377,0.11616873,0.05066682,0.940364599,0.008968577,0.021323424,4.58E-07,4.42E-05,0.069942735,0.397232533,6.78E-06,0.511449814
111,111,112,131,150,250,21025,WashTimes,16221,16822,Angela Merkel,"Angela Merkel may get help with Germany's center-left Social Democrats, but the coalition could give a boost to con…",Real,2,126,-0.4,14.8,150.3,-0.115,0.221,-0.065,1.26,0.03,1.35,0,0,0.75,0,0,0.12,0.35,0,0.47,1.02,0,0,0.87,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0.15695326,0.843046725,0,0.051811535,0.948188484,0,7.54E-06,6.10E-10,0.006516104,6.44E-06,0.992951155,2.81E-08,0.000518777
112,112,113,133,152,252,7030,ReutersUK,17285,16949,Angela Merkel,Daily Briefing: - Merkel visits Macron to discuss plans for euro zone - Berlusconi pledges tax cuts - Students in…,Real,2,126,6,6.5,133.2,-0.035,-0.006,-0.087,0.85,0,1.64,0,0.12,1.89,0,0.4,0,1.21,1.37,0.47,1.89,0.28,0,0.76,0.85,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0.38558957,0.546390831,0.068019606,0.061318707,0.740217507,0.198463783,0.236243442,0.002888846,0.057497256,0.006727032,0.271161616,0.00131259,0.424169123
113,113,114,134,153,253,33401,nytimesworld,16048,15584,Angela Merkel,"For Germany's Social Democrats, the question of whether to join another coalition with Angela Merkel isn't tactical…",Real,2,126,-4.2,13.3,133.6,-0.211,0.078,-0.22,0.52,0,1.9,0,0,2.07,0.3,0.21,0,0,0.9,0,2.33,0,0.89,1.92,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0.459725171,0.268441558,0.271833241,0.101542354,0.490848869,0.407608807,0.000286482,2.25E-10,0.005008211,0.011737084,5.28E-05,0.982907951,7.46E-06
114,114,115,135,154,254,31775,htTweets,16061,17354,Angela Merkel,"Twitter suspends 45 suspected propaganda accounts related to Trump, Merkel and Brexit",Real,2,126,18.6,21.4,146.9,-0.345,-0.077,0.114,1.52,0,0,1.45,0.14,0.42,0.2,0,0,0,1.97,0,1.1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0.517012596,0.361583024,0.121404387,0.018821459,0.981178522,0,0.000201959,8.98E-09,0.00015294,0.788244903,0.015041119,3.52E-05,0.196323887
115,115,116,138,158,258,11565,Independent,15822,15966,Angela Merkel,Merkel ally apologises for pledging 'final solution' to refugee question,Real,2,126,11.7,14.8,127.7,-0.171,-0.054,-0.013,2.29,0.7,0,2.85,0.79,0.97,0.24,1.32,0.26,0,0.92,0.99,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.425804377,0.419564992,0.154630676,0,1,0,0.980371296,6.86E-15,2.71E-07,3.42E-09,0.001829545,2.92E-16,0.017798882
116,116,117,139,159,259,13743,ReutersUK,16001,17304,Angela Merkel,"Daily Briefing: - EU peers applaud May's Brexit efforts - Merkel bemoans 'selective solidarity' - Czech, Polish r…",Real,2,126,19.6,26.4,142.6,-0.135,-0.242,0.07,1.97,0,0,0.79,0.8,0,0,1.58,0.73,0,1.19,0.63,0.91,0,0,0,0.11,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0.282872558,0.717127442,0,0,0.740496874,0.259503096,8.13E-07,4.41E-19,1.06E-10,0.000288428,1.10E-07,6.04E-11,0.999710619
117,117,118,140,160,260,19634,guardian,15328,16024,Angela Merkel,Young SPD activists in last-ditch bid to rule out Merkel deal,Real,2,126,-3.7,15.9,145.9,-0.146,0.098,0.052,0.41,0.07,0,0.75,1.1,2.31,1.04,0,0,0,1.07,0,0.82,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0.419172794,0.47382617,0.107001029,0.197155342,0.802844703,0,2.09E-05,1.14E-13,0.000781258,0.999197066,7.00E-07,3.34E-09,8.92E-08
118,118,119,142,163,263,31385,STcom,17145,17267,Angela Merkel,Germany's Merkel faces crucial deadline on coalition talks to form government,Real,2,126,6.5,35.8,143.6,-0.01,-0.127,-0.001,0.97,0,0.25,0,2.18,3.5,1.71,2.27,1.83,2.07,1,0,1.86,0,4.27,1.15,0.04,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0.439831048,0.383048117,0.177120775,0.048963565,0.887924373,0.06311214,2.02E-05,9.67E-09,0.003632069,0.000157496,0.995609939,1.26E-11,0.000580295
119,119,120,143,164,264,23160,NPR,16010,16136,Angela Merkel,Germany's Social Democrats voted 362-279 to enter into formal talks with Chancellor Angela Merkel to form a new Ger…,Real,2,126,15.6,17.5,144.6,-0.023,0.064,0.01,1.17,0.54,2.04,0.84,2.04,2.95,0.73,1.77,1.75,1.65,0,0.3,1.68,0.56,0.75,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0.580046117,0.303057611,0.116896272,0.127840012,0.779027402,0.093132608,1.53E-06,2.59E-11,2.26E-05,0.802932918,9.02E-05,2.81E-07,0.196952462
120,120,121,144,165,265,10547,TelegraphNews,15949,17401,Angela Merkel,Merkel resolute as key ally injured in car crash on final day of coalition talks,Real,2,126,20.6,11,146.3,0,-0.087,-0.115,1.87,0.26,0,0,0,1.01,0.06,0.01,0,0.19,1,0.26,0.87,0,0,0.63,0.21,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.355601996,0.50808847,0.136309564,0,0.840059459,0.159940571,0.897756219,3.87E-07,0.035761904,5.68E-05,0.024471257,8.13E-05,0.04187211
121,121,122,145,166,266,9743,Channel4News,17193,17237,Angela Merkel,Merkel Ally @ManfredWeber feeling optimistic about European Council meeting in December. Read more on…,Real,2,126,4.2,22.5,151.2,-0.074,-0.366,-0.061,0.55,0,0,0.12,1.06,1.78,0,0.56,0.66,0,0,0.13,0.88,0.11,0.41,0.66,0.25,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0.500777185,0.311870992,0.187351808,0.036499351,0.884543538,0.078957073,5.29E-06,5.47E-10,0.127495006,0.00137658,0.837094545,0.000162956,0.033865612
122,122,123,148,170,270,9468,Independent,17439,17281,Angela Merkel,"EU must become a United States of Europe by 2025, says Angela Merkel's planned coalition partner Martin Schulz",Real,2,126,5,28.4,138.7,-0.122,-0.081,0.079,1.17,0,0,0,1.79,1.4,0.33,1.83,1.41,0.67,0.82,0,0,0,0.6,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.331275225,0.467131644,0.201593205,0.072647624,0.927352428,0,0.000227154,1.46E-09,0.965584695,4.99E-06,0.034125511,6.21E-08,5.76E-05
123,123,124,149,172,272,7484,thetimes,16394,17251,Angela Merkel,Angela Merkel took tentative steps toward a fourth term as chancellor of Germany after the Social Democrats voted i…,Real,2,126,13.8,14.9,131.6,-0.069,-0.132,0.083,1.88,0,0.46,0,2.34,2.93,1.48,3.25,1.93,2.1,1.58,0,2.08,0,0.95,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.561954856,0.27885896,0.15918614,0.032879259,0.967120767,0,0.001849905,1.56E-06,0.000399431,0.992412388,0.000734213,0.002676465,0.001926032
124,124,125,150,173,273,31183,business,16167,16569,Angela Merkel,Germany’s Social Democrats are split on whether to consider another coalition with Merkel,Real,2,126,19.8,16.5,129.4,-0.141,-0.1,0.042,1.68,0,0,1.92,0.97,0.9,0,2.06,0.93,0,1.37,0.17,0.72,0,0.05,0.27,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.386854887,0.555082977,0.05806217,0,1,0,0.004216573,1.73E-17,0.005965997,7.51E-10,0.007697728,2.88E-06,0.982116759
125,125,126,151,175,275,10507,STcom,15327,17206,Angela Merkel,Merkel pushes on with coalition talks as key differences remain,Real,2,126,3.8,10.6,144.1,0.079,0.032,0,1.91,0,3.24,0,0,3.2,1.25,0.59,0,0.71,1.13,0,2.04,0,0.09,0.17,0.36,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0.431545228,0.461423337,0.107031472,0.062753744,0.79315865,0.144087613,0.00515161,3.65E-05,0.001889041,0.015262924,0.036048684,0.021078633,0.920532644
126,126,127,153,177,277,32642,IrishTimes,16216,17262,Angela Merkel,"No songs, few laughs on Angela Merkel’s rocky road to Jamaica",Real,2,126,8.7,10.3,145.8,-0.132,0.063,-0.196,0.38,0.24,0,0.47,0,0,0,0.22,0,0,1.08,1.1,1.25,0.24,0,1.16,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0.435219347,0.42007044,0.144710183,0.00866542,0,0.991334617,0.000273694,7.16E-07,0.920389831,0.003019856,0.025752226,0.014495825,0.036067743
127,127,128,154,178,278,27492,nytimesworld,15563,17377,Angela Merkel,"Angela Merkel has been a creature of the center, but in German politics, it may no longer hold",Real,2,126,3.7,13.8,156,-0.044,-0.183,0.138,1.67,0,0.05,0,1.84,3.23,1.12,3.29,1.86,2.13,0.81,0,0.83,0,0.44,0.19,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.543819308,0.159795597,0.29638505,0.040442977,0.959556997,0,2.13E-09,4.72E-22,3.44E-13,0.999918818,3.10E-11,1.36E-05,6.76E-05
128,128,129,155,179,279,37235,nytimes,16030,17315,Angela Merkel,"Opinion: ""Merkel has long governed slowly, quietly and pragmatically — what Germans call 'merkeling through.' But t…",Real,2,126,11,13.8,139.9,-0.034,0.067,0.133,0.8,0,1.48,1.97,1.79,1.32,0.3,0.68,1.41,1.88,0,0,2,0.17,0.49,0.37,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0.424356371,0.445111454,0.130532175,0,0.558773518,0.441226482,8.95E-07,3.81E-11,1.39E-06,0.981780887,6.33E-06,3.41E-07,0.018210137
129,129,130,157,181,281,3130,nytimesworld,17055,16842,Angela Merkel,Chancellor Angela Merkel had set a deadline of Thursday for exploratory coalition talks. They're now in overtime.,Real,2,126,14.7,16.6,159.8,0.006,0.321,-0.013,0.6,0,1.48,0,0.6,1.05,0,0,0,0,0,0,0.38,0,0.44,0.06,0.06,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430217028,0.259270102,0.310512841,0.01104454,0.650222301,0.338733166,0.000139202,2.68E-10,0.12825647,4.87E-05,0.871223509,1.52E-05,0.000316824
130,130,131,158,182,282,34089,AFP,16168,16672,Angela Merkel,"German Chancellor Angela Merkel makes a breakthrough in bid to form a coalition government, which she says will giv…",Real,2,126,-3.4,30.6,129.3,-0.039,0.267,-0.14,0.3,0.39,1.27,1.52,0,0,0,0,0,0,0.51,0,0,0,1.61,2.58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.439519674,0.300656199,0.259824127,0,0,1,0.035670146,0.000113276,0.199046269,0.012829644,0.156869218,0.007760207,0.587711215
131,131,132,159,183,283,2609,nytimesworld,17440,17322,Angela Merkel,Their leadership wants to form another coalition with Angela Merkel. But some members of Germany's Social Democrats…,Real,2,126,-2.6,17.1,143.2,-0.144,-0.164,0.035,0.8,0,0,1.12,1.38,2.62,1.12,0.45,0.47,1.09,1.09,0.03,0.97,0,0.74,0.91,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.348872066,0.499732554,0.151395351,0.015457653,0.554099262,0.430443078,0.20208028,0.006930311,0.272569567,0.002334108,0.190073788,0.314249068,0.011762899
132,132,133,160,184,284,1599,business,16937,16540,Angela Merkel,Here's what market analysts are saying on the failure of Merkel's push to form a coalition government…,Real,2,126,0.2,15.4,140.3,0.024,0.082,-0.027,0.57,0,0.83,1.22,0.11,2.07,0,0.87,0,1.04,0.52,0,0.9,0.05,0.15,0.48,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0.41837123,0.477409273,0.104219481,0.000372335,0.771122932,0.228504747,0.058944464,7.46E-08,0.000100006,3.22E-07,0.007019143,4.22E-06,0.933931768
133,133,134,161,185,285,9958,IrishTimes,16523,17191,Angela Merkel,Schulz saves Merkel – but at what cost?,Real,2,126,2.7,15.6,128.2,-0.069,-0.024,-0.08,2.31,0.44,0,0.84,1.52,1.65,0,0,0.84,0.55,0.27,0,0.46,0.23,0.37,2.05,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.381398737,0.56528759,0.053313669,0,1,0,0.001339967,1.74E-10,5.19E-11,0.997912228,6.58E-07,1.02E-12,0.000747155
134,134,135,162,186,286,10211,Independent,16186,16767,Angela Merkel,Here's what Angela Merkel said at Davos...and it wasn't all about Donald Trump,Real,2,126,13.8,23.6,123.4,-0.032,-0.203,0.085,0.98,0,0.01,0.5,1.88,1.64,0,2.89,1.94,0.63,1.45,0,0.56,0,3.8,2.15,0.4,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0.37487331,0.529626667,0.095500015,0.039693948,0.960306048,0,1.85E-10,6.11E-20,0.391769111,0.006907295,0.000316601,7.05E-07,0.601006329
135,135,136,163,188,288,20044,ReutersUK,15906,15667,Angela Merkel,Cornered Merkel launches talks with SPD in bid to secure fourth term,Real,2,126,22.3,12.1,143.8,-0.021,-0.156,0.035,1.86,0,0.9,0,0,1.57,0.94,0.36,0,0,1.37,0.74,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0.285085827,0.702946365,0.011967824,0,0.299713522,0.700286448,0.25984031,1.36E-06,0.451672494,0.000102841,0.156329945,0.000209098,0.131843895
136,136,137,164,189,289,34214,Channel4News,17421,16813,Angela Merkel,What does Angela Merkel’s coalition crisis mean for Brexit? - @GaryGibbonBlog writes:,Real,2,126,4.8,23,144.9,-0.111,-0.239,-0.199,0.62,0,0.29,0.9,1.69,2.26,0.49,1.38,1.49,0.44,0.81,0.64,1.31,0.47,1.65,1.51,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0.420024365,0.406290114,0.173685521,0,0.31747508,0.68252492,7.90E-05,8.39E-08,0.739979684,0.011062011,0.181474462,3.44E-06,0.067401253
137,137,138,165,190,290,9075,nytimesworld,17352,17278,Angela Merkel,"At this week's E.U. summit meeting, it was painfully evident that Chancellor Angela Merkel of Germany was no longer…",Real,2,126,-0.3,7.6,140.9,-0.041,-0.012,0.006,0.13,0,0,0.19,1.85,2.6,0.27,1.58,2.83,1.27,0,0,1.15,0,1.15,0.07,0.19,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0.35106653,0.648933411,0,0.046915486,0.666304231,0.286780298,1.68E-10,3.10E-19,3.43E-08,0.984259546,2.67E-06,3.74E-06,0.015734071
138,138,139,166,191,291,7303,ReutersUK,16778,16242,Angela Merkel,"Merkel, Macron say no alternative to peaceful settlement in eastern Ukraine",Real,2,126,8.2,4.6,133.2,-0.052,-0.158,0.049,1.71,0,0,1.33,1.69,2.5,0.37,2.06,0.74,0,0.35,0,2.32,0,0.5,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0.49211961,0.431380391,0.076500043,0,0.44510448,0.55489552,0.004446595,0.000201077,0.009549823,0.935130239,0.028988823,0.00668607,0.014997389
139,139,140,167,192,292,34160,nzherald,16881,16283,Angela Merkel,Merkel and Macron set out their vision at Davos,Real,2,126,-12.7,2.7,131.7,0.032,0.132,-0.043,3.09,1.13,0.24,0,0.12,0,0.05,0.56,0,0,1.79,0,0,0,0,0.68,0.2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0.380499423,0.423529476,0.195971116,0.114474647,0.630464911,0.255060464,0.447591275,0.001774793,0.416993767,2.05E-05,0.13320902,1.97E-05,0.000390982
140,140,141,168,193,293,22349,STForeignDesk,15663,17266,Angela Merkel,#Germany's #Merkel kicks off talks with #SocialDemocrats on formation of new government,Real,2,126,4.9,14.4,120.7,-0.094,-0.061,-0.022,0.39,0,0,0,0.94,0,0.54,0.08,0.13,0,0.25,0,0.12,0.18,0.18,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.376819879,0.352838933,0.270341188,0.025354022,0.716289461,0.258356571,0.675350785,7.94E-06,0.000457344,2.28E-07,0.280525059,8.31E-05,0.04357544
141,141,142,169,194,294,22504,business,16752,17398,Angela Merkel,Angela Merkel is about to find out whether the Social Democrats will talk about governing,Real,2,126,-14.8,10,141.9,-0.063,0.228,-0.088,0.35,0,0,0,2.11,2.21,0,1.32,2.23,0.31,0,0,1.11,0,1.44,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0.286327034,0.713672936,0,0.085232668,0.774240136,0.140527219,6.46E-06,1.19E-10,8.69E-06,0.999961138,2.36E-05,2.73E-08,2.43E-08
142,142,143,170,195,295,24457,ReutersUK,16747,17363,Angela Merkel,Daily Briefing: Merkel coalition pact - misgivings emerge,Real,2,126,-2.1,17.9,142,-0.102,0.187,-0.096,0.28,0,0.11,0.71,0.41,0,0,0.4,0,0.71,1.37,0.77,2.2,0.33,0,2.73,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0.40463829,0.368409336,0.226952374,0.028458118,0,0.971541941,0.04648608,1.96E-08,0.843499482,0.005640285,0.074564323,8.66E-05,0.029723128
143,143,144,171,196,296,9376,Channel4News,16857,15730,Angela Merkel,Merkel's ally @ManfredWeber is feeling more optimistic about the European Council meeting in December.…,Real,2,126,-1.2,17.6,136.1,-0.319,0.199,0.052,1.11,1.05,2.54,1.37,1.15,2.31,0,0.56,1.21,2.88,0.36,0.26,0.46,0,0,0,0.17,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.353959143,0.313978553,0.332062215,0.116737545,0.749706864,0.133555591,0.10528218,0.001394965,0.671795368,0.000528594,0.069480971,0.000242465,0.151275456
144,144,145,172,197,297,16053,ChannelNewsAsia,16877,16770,Angela Merkel,Merkel ally urges Social Democrats to consider new German 'grand coalition',Real,2,126,3.5,2.6,136.2,-0.063,-0.09,0.007,1.7,0,0.43,0,1.09,1.67,0.81,0.69,2.05,0.69,0,0,0.23,0,1.33,0.81,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0.461895496,0.343193501,0.194910988,0,0,1,2.04E-07,5.37E-16,0.029123338,0.969152033,0.001688366,4.25E-07,3.56E-05
145,145,146,173,198,298,35283,ChannelNewsAsia,16077,15382,Angela Merkel,Crunch time for Merkel to build coalition or face new polls,Real,2,126,-10.8,2.9,144.1,-0.11,0.179,-0.073,1.79,0.76,0.14,0,0,0,0.24,0.44,0,0,0.96,0.23,1.39,0.41,0,2.56,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0.282445312,0.532479584,0.185075119,0,0,1,0.026222154,2.39E-05,0.501469612,0.190272704,0.029853208,1.41E-05,0.252144367
146,146,147,174,199,299,1573,France24_en,15745,16581,Angela Merkel,'Patience!' Merkel coalition woes not the blow to EU some fear (or crave),Real,2,126,7.6,15.5,134.6,-0.139,0.057,0.151,0.73,0.22,0.93,1.38,1.81,3.88,0.58,0.62,1.84,2.11,1.2,0,1.3,0,0.42,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.36392054,0.587215245,0.048864182,0.12931475,0.870685279,0,0.595788658,0.329945683,0.07119453,8.98E-09,0.003046927,1.20E-07,2.41E-05
