,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,idx,clean_text,selection,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
415,416,417,417,417,430,6285,MotherJones,6285,The mysterious cyber-attack that hit right after WikiLeaks messaged Donald Trump Jr.,happy,Real,1,8,18.4,3.1,134.8,-0.044,-0.083,-0.136,0.0,0.0,0.0,0.0,0.1,0.42,0.44,0.8,0.83,0.43,0.0,1.45,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.347596347,0.50860095,0.143802702,0.0,0.0,1.0,0.0020543320000000003,7.58e-07,0.000574951,0.274018168,0.002733554,0.4295439720000001,0.291074276
416,417,418,418,418,431,13958,MotherJones,13958,Trump’s “Shithole” Confirmed,happy,Real,1,129,11.2,7.7,132.9,-0.113,-0.165,-0.094,0.49,0.0,1.28,0.0,1.44,2.18,1.2,1.59,1.07,0.8,0.5,0.5,1.15,0.5,0.0,0.83,0.96,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0.346422881,0.653577089,0.0,0.0,0.0,1.0,0.000244839,6.41e-08,0.00291824,0.22194843,0.77264303,1.7899999999999998e-05,0.002227503
417,418,419,419,419,432,3042,MotherJones,3042,Today is a huge day for Obamacare. Here are all the ways Trump is already ruining it.,happy,Real,1,129,8.9,20.4,130.5,-0.163,-0.115,0.019,1.07,1.73,0.8,0.0,0.52,0.9,1.57,1.73,0.58,0.0,1.65,0.09,0.43,0.0,1.79,0.94,1.18,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.438705951,0.489070266,0.07222379,0.010664539,0.989335477,0.0,0.000635873,3.21e-09,0.311902195,0.21299307,0.000675268,0.473675847,0.000117771
418,419,420,420,420,433,5309,MotherJones,5309,Paul Ryan admits the GOP is going to slash entitlements to fund tax bill,happy,Real,1,44,4.6,10.0,137.4,-0.163,-0.006,0.017,2.33,0.27,0.0,0.0,0.0,1.57,0.19,0.73,0.0,0.0,0.65,0.0,1.25,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.343569309,0.4487171170000001,0.207713649,0.0,0.0,1.0,0.003004483,8.84e-08,0.003226326,0.153054595,0.135513067,9.57e-08,0.705201328
419,420,421,421,421,434,4888,MotherJones,4888,Hillary Clinton on Trump’s Election: “There Are Lots of Questions About Its Legitimacy”,happy,Real,1,100,0.6,19.6,127.8,-0.161,0.08,-0.014,1.16,0.6,0.83,1.17,1.18,0.85,0.06,0.0,1.86,0.88,0.36,0.69,1.6,0.35,1.02,1.28,0.0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.46939677,0.424750924,0.105852291,0.108102173,0.406951815,0.484945983,0.0041501920000000005,1.06e-05,0.156031922,0.152353123,0.029611813,0.011099088,0.646743238
420,421,422,422,422,435,10686,MotherJones,10686,"After two decades in America, this couple is terrified of being kicked out",happy,Real,1,-1,0.0,13.9,154.5,-0.084,0.127,-0.091,1.09,0.18,0.0,1.95,0.56,0.0,0.0,0.0,0.75,0.0,0.0,0.41,1.04,0.49,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.517133415,0.442403853,0.04046268,0.05336855,0.946631432,0.0,0.005909533000000001,3.09e-10,0.000466816,0.138208106,1.02e-05,3.4e-05,0.8553713559999999
421,422,423,423,423,436,424,MotherJones,424,Republican senator wants individuals to pay higher taxes if corporate tax cuts don’t pay off,happy,Real,1,45,-4.7,23.3,164.3,-0.16699999999999998,0.301,0.046,0.56,0.0,0.0,0.0,0.47,0.3,0.0,1.3,1.03,1.89,1.4,0.0,0.21,0.69,0.19,1.96,0.47,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0.51546371,0.098266385,0.386269927,0.0,0.0,1.0,0.001588349,4.9e-07,0.0011674810000000002,0.124225885,0.030390961,0.00026509200000000003,0.8423618079999999
422,423,424,424,424,437,9173,MotherJones,9173,Here’s the problem with the White House’s story on the Papadopoulos scandal,happy,Real,1,97,-4.0,7.0,130.7,-0.158,0.051,-0.142,0.03,1.25,0.0,1.01,0.0,0.19,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.99,0.83,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.241290435,0.613869667,0.144839913,0.0,0.0,1.0,0.057036415,0.000212185,0.4532860520000001,0.09114632,0.024172625,0.088517316,0.285629034
423,424,425,425,425,438,11370,MotherJones,11370,Corey Booker’s new bill has a “snowball’s chance in hell” of passing,happy,Real,1,-1,10.7,2.7,137.2,-0.024,-0.019,-0.056,1.81,0.2,0.38,0.67,1.1,3.0,0.23,1.36,0.73,0.0,0.16,1.41,2.03,0.78,0.42,0.0,0.0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0.450734794,0.251908362,0.297356874,0.036052849,0.0,0.963947117,1.12e-05,4.92e-10,0.017467497,0.07704398,0.772513807,1.23e-05,0.132951185
424,425,426,426,426,439,9047,MotherJones,9047,Cory Booker’s new bill has a “snowball’s chance in hell” of passing,happy,Real,1,-1,10.7,2.7,137.2,-0.024,-0.019,-0.056,1.81,0.2,0.38,0.67,1.1,3.0,0.23,1.36,0.73,0.0,0.16,1.41,2.03,0.78,0.42,0.0,0.0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0.450734794,0.251908362,0.297356874,0.036052849,0.0,0.963947117,1.12e-05,4.92e-10,0.017467497,0.07704398,0.772513807,1.23e-05,0.132951185
425,426,427,427,427,440,16696,MotherJones,16696,Voters in this Colorado county just sent Betsy DeVos a helluva message,happy,Real,1,-1,7.3,12.7,152.0,0.052000000000000005,0.285,-0.041,1.22,0.85,0.0,1.15,0.25,0.2,0.0,0.0,0.15,1.04,0.54,1.05,0.68,0.72,0.49,2.84,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0.42725268,0.390611857,0.182135463,0.065447643,0.758812666,0.17573970600000002,0.000246382,1.8e-08,0.024303762000000003,0.056134805,0.014204314,0.000109357,0.905001402
426,427,428,428,428,442,19876,MotherJones,19876,Flynn business associate hoped to get Sessions to support Russia-related nuclear project,happy,Real,1,-1,11.7,16.7,144.1,-0.085,0.001,0.166,0.0,0.02,0.0,0.6,0.61,0.0,1.15,0.29,0.0,2.36,1.04,0.02,1.62,0.19,0.0,0.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0.379277766,0.577840984,0.042881273,0.0,0.0,1.0,0.040270764,8.79e-06,0.117472135,0.053176995,0.274574578,0.000102843,0.514393866
427,428,429,429,429,443,9130,MotherJones,9130,"Trump’s FCC killed net neutrality, but the first legal challenges are already coming",happy,Real,1,43,-0.2,9.6,149.4,-0.023,0.241,0.151,0.56,0.36,0.14,0.8,0.45,0.56,0.08,0.84,0.55,0.97,0.97,0.47,0.11,0.0,0.54,0.53,0.1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0.299212515,0.451136947,0.249650553,0.0,0.0,1.0,0.000556127,1.31e-09,0.036032781,0.047561999,0.016990516,1.33e-05,0.898845315
428,429,430,430,430,444,20027,MotherJones,20027,Will the House intelligence committee get the truth from Erik Prince?,happy,Real,1,-1,1.9,10.2,130.1,0.05,0.058,0.005,1.91,2.03,0.04,2.2,0.04,0.0,0.0,0.39,0.99,1.11,0.41,0.0,1.83,0.15,1.29,1.25,0.0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0.373314053,0.592903793,0.033782136000000004,0.0,0.0,1.0,0.006717702,1.51e-05,0.066125579,0.045380235,0.000246727,0.880500913,0.001013782
429,430,431,431,431,445,982,MotherJones,982,"When Donald Trump sleeps, this is what he says he dreams about",happy,Real,1,-1,23.6,29.5,168.7,-0.154,0.052000000000000005,-0.006,0.1,0.04,2.74,0.0,0.44,1.3,0.73,0.0,0.28,0.0,1.17,0.03,2.18,0.0,1.69,2.12,0.99,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0.370902836,0.6290972229999999,0.0,0.051108692,0.475413203,0.473478049,0.004089498,5.72e-06,0.601115584,0.043700591,0.34879148,6.32e-09,0.002297084
430,431,432,432,432,446,472,MotherJones,472,"Sen. Al Franken apologizes for groping allegations, says he has no plans to resign",happy,Real,1,84,-1.4,12.5,155.3,-0.339,-0.085,0.029,1.16,1.95,0.02,0.0,0.93,0.86,0.81,0.28,0.46,0.68,2.49,0.83,1.14,0.0,0.0,0.0,0.28,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.561550498,0.248193204,0.190256298,0.028128712,0.286102265,0.685768962,0.373026878,2e-05,0.016414881,0.030959168,0.35066843,1.89e-05,0.228891715
431,432,433,433,433,447,2795,MotherJones,2795,Federal court halts Trump’s ban on transgender military members,happy,Real,1,-1,0.5,8.7,125.6,-0.223,0.025,0.035,0.39,0.0,0.0,0.0,1.17,0.54,1.01,0.0,0.0,0.0,0.26,0.0,2.07,1.16,0.0,0.0,0.39,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0.495053768,0.504946232,0.0,0.0,0.0,1.0,0.06366641099999999,1.6e-09,1.26e-05,0.028792296,0.00692996,5.49e-07,0.900598228
432,433,434,434,434,448,3251,MotherJones,3251,"“Oh My God, Julia Roberts Is Going To Be in This Movie!”",happy,Real,1,-1,2.4,15.3,146.8,-0.181,0.096,-0.013,1.92,1.15,0.0,0.0,0.43,1.06,0.58,1.56,1.38,0.34,0.4,0.42,0.0,0.0,0.16,0.0,0.69,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0.35148444799999995,0.46485731,0.183658257,0.14131218199999998,0.0,0.8586878179999999,0.550689697,9.44e-05,0.382321537,0.027597247,0.029775603,0.005860006,0.003661521
433,434,435,435,435,449,14569,MotherJones,14569,Donald Trump’s tax plan would give nearly 50 percent of tax cuts to the top 1 percent,happy,Real,1,129,10.5,18.8,148.1,-0.02,0.023,0.064,1.68,1.85,1.53,0.68,1.37,0.0,0.61,2.02,1.2,2.11,0.31,0.0,2.12,0.0,1.09,0.4,0.67,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.521938205,0.386260331,0.091801412,0.047823563,0.0,0.952176392,0.000352711,1.79e-08,0.235700533,0.024885224,0.049101118,0.011757717,0.678202689
434,435,436,436,436,450,4199,MotherJones,4199,Donald Trump’s Twitter fights since January 20 (non-political edition),angry,Real,1,-1,13.5,13.8,133.4,-0.29100000000000004,-0.033,0.0,1.89,0.4,0.0,1.71,2.02,1.55,0.0,0.1,1.7,0.07,0.0,0.16,0.0,0.44,0.04,1.47,0.0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0.522956073,0.4770438970000001,0.0,0.0,0.922762275,0.077237763,0.999997258,1.4699999999999999e-24,4.01e-09,2.36e-13,2.71e-06,6.0699999999999985e-27,3.3300000000000004e-10
435,436,437,437,437,451,18841,MotherJones,18841,"Trump slams Al Franken for “really bad” groping photo, remains silent on Roy Moore",angry,Real,1,129,6.0,3.5,144.4,-0.24,-0.142,-0.061,1.68,0.16,2.24,0.76,0.31,1.57,0.72,0.41,0.0,0.0,0.84,0.0,1.01,0.0,1.49,0.0,0.92,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0.401361138,0.596103489,0.002535369,0.019547844,0.545835793,0.434616327,0.991949439,4.22e-08,0.006762366,0.000220674,0.0006752710000000001,2.07e-08,0.000392276
436,437,438,438,438,452,2870,MotherJones,2870,The way to fight fake news is real news,angry,Real,1,129,17.1,6.2,150.0,-0.091,0.05,-0.049,0.21,0.0,2.8,0.37,0.88,1.67,1.24,0.09,0.0,0.0,0.91,0.48,0.46,0.0,1.76,1.81,0.0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0.462823391,0.409493864,0.127682716,0.096926719,0.7863602040000001,0.116713084,0.975847065,1.31e-08,0.00114462,0.00393985,0.018746562,5.62e-08,0.000321837
437,438,439,439,439,454,12489,MotherJones,12489,Report: Roy Moore accused of pursuing teenage girls when he was in his 30s,angry,Real,1,-1,9.1,15.9,144.0,-0.023,-0.28300000000000003,0.063,1.04,0.0,1.01,0.12,0.0,0.0,0.0,2.75,0.82,0.72,1.45,0.77,0.11,0.0,0.0,0.02,0.54,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.136952028,0.863047957,0.0,0.087579302,0.91242069,0.0,0.966103256,5.59e-10,0.005255443,5.07e-10,0.027456421,6.920000000000002e-09,0.001184768
438,439,440,440,440,456,11254,MotherJones,11254,A new study shows how tax cuts for foreign shareholders threaten Social Security,angry,Real,1,129,-17.5,22.8,148.6,-0.041,0.206,-0.07200000000000001,0.94,0.0,1.66,0.0,1.03,2.06,1.04,1.07,0.51,1.6,0.84,0.0,0.0,0.0,1.25,1.12,0.92,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0.462771475,0.294062912,0.243165597,0.005133891,0.994866133,0.0,0.953447342,0.0016330670000000002,0.002847899,2.41e-06,0.009224046,0.032820411,2.47e-05
439,440,441,441,441,457,10522,MotherJones,10522,Women who accused Trump of sexual misconduct want Congress to open an investigation,angry,Real,1,-1,12.6,13.1,141.9,0.128,-0.318,-0.011,0.0,0.0,0.43,0.0,0.0,0.0,0.34,1.52,1.2,0.26,0.07,0.27,0.72,0.0,0.0,1.01,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.254257023,0.745742977,0.0,0.0,0.007707222,0.992292762,0.925703228,3.5599999999999996e-28,1.36e-12,1.62e-08,0.000480455,1.87e-20,0.07381627
440,441,442,442,442,458,7869,MotherJones,7869,Republicans unveil huge corporate tax cuts paid for by deficit-spending,angry,Real,1,44,2.9,7.2,123.1,-0.134,-0.019,-0.01,1.24,0.15,0.92,0.62,0.12,0.0,0.0,0.0,0.1,1.05,0.68,0.53,2.01,0.61,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.616997838,0.281171143,0.101831049,0.0,0.024515862000000003,0.975484133,0.911373317,9.59e-07,0.009580348,5.95e-05,0.06479226099999999,0.000588467,0.013605113
441,442,443,443,443,459,7222,MotherJones,7222,Ruth Bader Ginsburg shares her #MeToo moments,angry,Real,1,-1,4.1,14.9,134.3,-0.049,-0.05,0.019,0.0,0.0,0.0,0.0,0.57,0.0,1.69,0.38,0.98,0.32,0.08,0.25,0.54,0.4,0.0,0.92,0.73,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0.324816018,0.675183952,0.0,0.095548265,0.202808887,0.7016428709999999,0.888953805,1.6e-05,0.008476399,0.005043817,0.07403272400000001,0.001173571,0.02230373
442,444,445,445,445,461,13911,MotherJones,13911,Surprise! Trump is that dude who asks “But where are you really from?”,angry,Real,1,129,-1.4,3.6,134.5,-0.064,0.061,-0.14300000000000002,0.96,0.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.56,1.0,0.82,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.39289248,0.468393832,0.138713688,0.0,0.0,1.0,0.8643329740000001,0.000462373,0.098724037,0.00066093,0.035597377,2.9100000000000013e-05,0.000193224
443,445,446,446,446,462,3840,MotherJones,3840,Surprise! Trump Is That Dude Who Asks “But Where Are You Really From?”,angry,Real,1,129,-1.4,3.6,134.5,-0.064,0.061,-0.14300000000000002,0.96,0.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.56,1.0,0.82,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.39289248,0.468393832,0.138713688,0.0,0.0,1.0,0.8643329740000001,0.000462373,0.098724037,0.00066093,0.035597377,2.9100000000000013e-05,0.000193224
444,446,447,447,447,463,10214,MotherJones,10214,A migrant teen got the abortion she sought. So why is Trump still fighting the case?,angry,Real,1,-1,14.6,4.7,141.0,-0.312,0.108,0.2,1.25,0.0,0.27,0.99,0.92,1.3,0.0,0.19,0.38,0.0,0.64,0.32,1.44,0.59,0.1,0.0,0.0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0.551710546,0.16470702,0.283582449,0.103838786,0.611222386,0.284938782,0.8064993020000001,0.002719925,0.151082724,0.000791765,0.020541331,0.017270811,0.001094155
445,447,448,448,448,464,16433,MotherJones,16433,This ex-prosecutor is one of 2018's most intriguing candidates,angry,Real,1,-1,0.5,9.9,119.2,-0.084,-0.009000000000000001,0.061,0.66,0.0,2.84,1.91,0.57,2.27,0.75,0.48,0.0,0.12,1.33,0.0,1.09,0.0,0.0,0.0,0.0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.413124472,0.459696352,0.127179205,0.0,1.0,0.0,0.745057583,0.169305667,0.059830897,0.001416438,0.010252664,0.004425066,0.009711675
446,448,449,449,449,465,11975,MotherJones,11975,Hackers compromised the Trump Organization 4 years ago—and the company never noticed,angry,Real,1,129,1.1,16.1,124.0,-0.153,0.001,-0.102,0.98,1.61,1.79,1.47,0.0,0.0,0.31,1.11,0.03,0.35,1.6,0.0,1.04,0.0,0.82,1.23,0.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.322715193,0.536889374,0.140395463,0.0,0.0,1.0,0.644971609,0.235608637,0.091347963,7e-05,0.025530707000000003,0.002438555,3.2500000000000004e-05
447,449,450,450,450,466,9701,MotherJones,9701,We've documented 12 months of evidence that Donald Trump wants to be a dictator,angry,Real,1,129,1.7,4.7,136.5,-0.28,-0.003,-0.056,1.06,0.0,0.37,0.0,0.72,2.07,0.88,0.79,0.0,0.0,1.15,0.59,0.73,0.0,0.21,0.73,0.55,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.583192825,0.207058236,0.209748924,0.047583632,0.95241636,0.0,0.603187978,7.35e-07,0.225367129,0.000106361,0.170886934,2.47e-06,0.000448466
448,450,451,451,451,467,10999,MotherJones,10999,Does Donald Trump Want to Be Dictator of the United States?,angry,Real,1,129,1.7,4.7,136.5,-0.28,-0.003,-0.056,1.06,0.0,0.37,0.0,0.72,2.07,0.88,0.79,0.0,0.0,1.15,0.59,0.73,0.0,0.21,0.73,0.55,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.583192825,0.207058236,0.209748924,0.047583632,0.95241636,0.0,0.603187978,7.35e-07,0.225367129,0.000106361,0.170886934,2.47e-06,0.000448466
449,451,452,452,452,468,3251,MotherJones,3251,"“Oh My God, Julia Roberts Is Going To Be in This Movie!”",angry,Real,1,-1,2.4,15.3,146.8,-0.181,0.096,-0.013,1.92,1.15,0.0,0.0,0.43,1.06,0.58,1.56,1.38,0.34,0.4,0.42,0.0,0.0,0.16,0.0,0.69,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0.35148444799999995,0.46485731,0.183658257,0.14131218199999998,0.0,0.8586878179999999,0.550689697,9.44e-05,0.382321537,0.027597247,0.029775603,0.005860006,0.003661521
450,452,453,453,453,470,2153,MotherJones,2153,This Serial Campus Rape Case Is a Textbook Example of the Struggle Accusers Face in Court,angry,Real,1,-1,1.3,5.5,125.6,0.001,0.08199999999999999,0.139,0.99,1.33,0.73,1.12,0.59,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.44,0.0,0.3,0.02,1.14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.3730857970000001,0.490643531,0.13627067199999998,0.0,0.312593073,0.687406957,0.454320878,3.58e-06,0.07245457200000001,2.94e-08,0.433989108,4.1900000000000005e-08,0.039231725
451,453,454,454,454,472,13339,MotherJones,13339,Roy Moore is strangely nostalgic for slavery days,angry,Real,1,109,9.1,27.5,127.5,0.059,-0.07,0.035,0.23,0.24,1.02,0.0,0.84,0.54,0.71,1.37,0.69,2.16,1.38,1.0,1.99,0.54,0.42,0.0,0.83,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0.4082028270000001,0.555059612,0.036737554,0.108174987,0.803196728,0.08862827699999999,0.425967187,1.45e-06,0.015835285,0.000315791,0.5116429920000001,3.96e-05,0.046197709
452,454,455,455,455,473,2537,MotherJones,2537,The Trump Administration Is Teeming With Climate-Change Deniers,angry,Real,1,129,2.9,2.7,125.0,-0.115,-0.024,-0.101,0.18,0.0,1.45,0.1,0.33,0.0,0.96,0.0,0.0,0.0,0.6,0.0,0.65,0.0,1.32,0.98,0.0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0.34964063799999995,0.6503593329999999,0.0,0.062555835,0.93744421,0.0,0.415488988,3.48e-07,0.330424279,2.03e-05,0.254025161,2.93e-08,4.08e-05
453,455,456,456,456,474,15007,MotherJones,15007,The Supreme Court may be poised to green-light mass voter purges,angry,Real,1,-1,9.4,5.9,138.0,-0.219,0.001,0.053,0.96,0.0,0.97,1.86,1.61,4.37,0.0,0.0,0.99,0.58,0.06,0.0,0.0,0.73,0.0,2.18,0.0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0.467965066,0.468757153,0.063277818,0.0,0.271616638,0.728383362,0.402970821,2.78e-06,0.00329215,9.9e-05,0.58684665,1.81e-09,0.0067886990000000005
454,456,457,457,457,475,13629,MotherJones,13629,"Mick Mulvaney, a longtime industry ally, is reshaping how payday lenders are regulated",angry,Real,1,30,9.6,6.0,148.9,-0.152,0.093,-0.172,0.0,0.0,1.24,0.53,0.3,1.56,0.78,0.16,0.0,0.23,1.55,2.0,1.52,1.28,0.0,1.79,0.0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0.469038457,0.341487825,0.189473733,0.263319552,0.18381691,0.552863479,0.375651926,9.51e-08,0.565716207,0.004381781,0.021479957,5.68e-06,0.032764379
455,457,458,458,458,476,472,MotherJones,472,"Sen. Al Franken apologizes for groping allegations, says he has no plans to resign",angry,Real,1,84,-1.4,12.5,155.3,-0.339,-0.085,0.029,1.16,1.95,0.02,0.0,0.93,0.86,0.81,0.28,0.46,0.68,2.49,0.83,1.14,0.0,0.0,0.0,0.28,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.561550498,0.248193204,0.190256298,0.028128712,0.286102265,0.685768962,0.373026878,2e-05,0.016414881,0.030959168,0.35066843,1.89e-05,0.228891715
456,458,459,459,459,477,17791,MotherJones,17791,Forget Charlie Rose. One of these woman should replace him.,angry,Real,1,12,-0.7,7.9,122.6,-0.043,0.08199999999999999,0.014,0.29,0.31,0.0,1.15,1.14,1.88,0.37,0.59,0.09,0.0,1.88,0.16,2.21,0.0,0.98,0.0,0.18,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0.19951281,0.800487161,0.0,0.017940631000000002,0.982059419,0.0,0.32318514600000003,8.03e-06,0.008519467,0.611851871,0.002053704,0.000506169,0.053875607
457,459,460,460,460,478,13485,MotherJones,13485,Putin personally directed election interference,angry,Real,1,111,7.5,16.9,145.8,0.155,0.152,-0.055,0.18,0.0,0.03,1.05,0.78,1.25,0.32,0.66,0.41,0.5,0.0,0.13,1.0,0.23,0.0,0.0,0.0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0.500222743,0.488110334,0.011666916,0.089240454,0.910759509,0.0,0.300165534,4.13e-10,1.59e-06,7.61e-06,0.006122547,5.79e-05,0.693644881
458,460,461,461,461,479,9431,MotherJones,9431,Revisiting the sins of Mark Halperin,angry,Real,1,-1,34.3,12.3,172.2,-0.223,0.052000000000000005,0.1,1.03,0.61,0.0,0.0,1.97,1.67,0.32,1.35,0.34,0.0,0.5,1.98,2.59,0.98,0.0,0.0,0.0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0.407477915,0.323949099,0.26857295600000003,0.0,0.293529719,0.7064702509999999,0.290289283,1.71e-06,0.345491588,9.3e-06,0.13635318,2.1000000000000002e-06,0.227852851
459,461,462,462,462,480,2912,MotherJones,2912,Trumpocracy: This document now compiles 12 months of his creeping authoritarianism,angry,Real,1,-1,14.3,2.8,154.4,-0.041,0.07400000000000001,-0.017,1.47,0.95,1.63,0.11,1.25,1.28,0.0,0.23,1.17,0.17,0.0,1.4,0.0,1.05,0.0,0.68,0.25,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.504766762,0.445276409,0.049956825,0.0,0.382283151,0.6177167889999999,0.288211286,3.97e-10,0.035122115,0.5713605279999999,0.00534018,4.62e-06,0.09996134
460,462,463,463,463,481,6557,MotherJones,6557,"Festival of Slights, the First Night: Trump’s book of Hitler speeches",angry,Real,1,129,6.5,16.6,138.5,-0.013,0.104,0.006,0.0,0.03,2.78,0.0,0.62,2.51,0.96,0.0,0.0,0.58,1.31,0.84,1.06,0.0,0.0,0.97,0.61,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0.427788258,0.514923751,0.057288013,0.0,1.0,0.0,0.265717357,3.92e-07,0.002186174,0.000659828,0.244877517,0.000299858,0.486258864
461,463,464,464,464,482,1492,MotherJones,1492,"Festival of Slights, the Third Night: “Holocaust Centers”",angry,Real,1,129,6.5,16.6,138.5,-0.013,0.104,0.006,0.0,0.03,2.78,0.0,0.62,2.51,0.96,0.0,0.0,0.58,1.31,0.84,1.06,0.0,0.0,0.97,0.61,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0.427788258,0.514923751,0.057288013,0.0,1.0,0.0,0.265717357,3.92e-07,0.002186174,0.000659828,0.244877517,0.000299858,0.486258864
462,464,465,465,465,483,8508,MotherJones,8508,You can’t end the war on coal without starting a war on public health,angry,Real,1,-1,4.7,16.4,147.4,-0.119,-0.257,-0.068,0.89,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.01,0.65,0.0,0.0,0.0,0.74,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.320005924,0.589250445,0.090743586,0.028798604,0.015763953,0.955437422,0.261370927,0.009866427,0.376851201,0.000349485,0.33829093,0.007969501,0.005301524
463,465,466,466,466,484,18525,MotherJones,18525,Yet Another Person Bails on the State Department “Redesign”,angry,Real,1,123,-6.6,19.0,136.2,-0.125,0.226,-0.102,0.0,0.0,1.94,0.0,0.0,0.55,0.0,0.28,0.04,1.17,0.82,0.97,0.0,0.0,0.0,1.79,0.36,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0.4841277,0.397208899,0.118663356,0.02967491,0.527116299,0.443208814,0.230765656,7.020000000000001e-05,0.038462199,0.001330836,0.403958648,0.0007219489999999999,0.324690551
